2017-08-08T17:37:03.5018183-05:00,0,0,1,0.23749534
2017-08-08T17:37:03.5038218-05:00,0,1,1,0.23755852
2017-08-08T17:37:03.5038218-05:00,0,2,1,0.23815877
2017-08-08T17:37:03.5038218-05:00,0,3,1,0.23825355
2017-08-08T17:37:03.5048251-05:00,0,4,1,0.23831673
2017-08-08T17:37:03.5048251-05:00,0,5,1,0.23803240
2017-08-08T17:37:03.5048251-05:00,0,6,1,0.23762171
2017-08-08T17:37:03.5048251-05:00,0,7,1,0.23768489
2017-08-08T17:37:03.5048251-05:00,0,8,1,0.23733738
2017-08-08T17:37:03.5058259-05:00,0,9,1,0.23774807
2017-08-08T17:37:03.5058259-05:00,0,10,1,0.23800081
2017-08-08T17:37:03.5058259-05:00,0,11,1,0.23815877
2017-08-08T17:37:03.5058259-05:00,0,12,1,0.23847469
2017-08-08T17:37:03.5058259-05:00,0,13,1,0.23853788
2017-08-08T17:37:03.506824-05:00,0,14,1,0.23850628
2017-08-08T17:37:03.506824-05:00,0,15,1,0.23866424
2017-08-08T17:37:03.506824-05:00,0,16,1,0.23853788
2017-08-08T17:37:03.506824-05:00,0,17,1,0.23879061
2017-08-08T17:37:03.506824-05:00,0,18,1,0.23863265
2017-08-08T17:37:03.506824-05:00,0,19,1,0.23879061
2017-08-08T17:37:03.5078245-05:00,0,20,1,0.23945405
2017-08-08T17:37:03.5078245-05:00,0,21,1,0.23980156
2017-08-08T17:37:03.5078245-05:00,0,22,1,0.23888539
2017-08-08T17:37:03.5078245-05:00,0,23,1,0.23913813
2017-08-08T17:37:03.5078245-05:00,0,24,1,0.23891698
2017-08-08T17:37:03.5078245-05:00,0,25,2,0.23898017
2017-08-08T17:37:03.508825-05:00,0,26,2,0.23910653
2017-08-08T17:37:03.508825-05:00,0,27,2,0.23904335
2017-08-08T17:37:03.508825-05:00,0,28,2,0.23939086
2017-08-08T17:37:03.508825-05:00,0,29,2,0.23951723
2017-08-08T17:37:03.508825-05:00,0,30,2,0.23945405
2017-08-08T17:37:03.508825-05:00,0,31,2,0.23882221
2017-08-08T17:37:03.508825-05:00,0,32,2,0.23961201
2017-08-08T17:37:03.5098274-05:00,0,33,2,0.24119161
2017-08-08T17:37:03.5098274-05:00,0,34,2,0.23932768
2017-08-08T17:37:03.5098274-05:00,0,35,2,0.23976997
